"","video_id","cloneset_id","cloneset_video_count","cloneset_scraping_count","capture_time","video_published_date","video_updated_date","video_keyword_count","video_category_count","video_duration","video_viewcount","video_favourite_count","video_rating_count","video_rating_min","video_rating_max","video_rating_average","video_comments_count","like_count","dislike_count","uploader_id","uploader_followers_count","uploader_video_count","uploader_contacts_count","uploader_total_viewcount","uploader_age","max_quality","video_age"
"1559","dM9_lalUfF0",8,20,2,"2010-12-29T00:07:31-06:00","2009-11-06T15:44:59.000Z","2010-12-28T21:31:13.000Z",62,1,117,144120,78,118,1,5,4.7966104,115,112.0000068,5.99999320000001,"HDtrailerMan",1604,142,1428,2192112,21,4,417.348981481481
"1560","DnUhNw5AtYU",14,71,0,"2010-12-13T22:43:13-06:00","2010-09-25T14:49:57.000Z","2010-11-11T20:59:17.000Z",10,1,151,5128,3,3,1,5,5,10,3,0.1,"TrailersEverything",20,66,21,12481,20,4,79.3703240740741
"1561","DnUhNw5AtYU",14,71,1,"2010-12-21T22:18:09-06:00","2010-09-25T14:49:57.000Z","2010-11-11T20:59:17.000Z",10,1,151,5406,3,3,1,5,5,10,3,0.1,"TrailersEverything",20,66,21,12980,20,4,87.3529166666667
"1562","DnUhNw5AtYU",14,71,2,"2010-12-29T00:11:00-06:00","2010-09-25T14:49:57.000Z","2010-11-11T20:59:17.000Z",10,1,151,5458,3,3,1,5,5,10,3,0.1,"TrailersEverything",20,66,21,13226,20,4,94.4312847222222
"1563","doQr1h2KT4g",41,67,0,"2011-01-20T00:05:38-06:00","2010-12-13T23:59:50.000Z","2011-01-10T09:02:17.000Z",9,1,127,2006,1,5,1,5,5,0.1,5,0.1,"HellMakerTrailers",29,173,7,24828,27,5,37.0040277777778
"1564","doQr1h2KT4g",41,67,1,"2011-01-27T00:11:33-06:00","2010-12-13T23:59:50.000Z","2011-01-24T09:58:53.000Z",9,1,127,2041,1,5,1,5,5,0.1,5,0.1,"HellMakerTrailers",29,174,7,25512,27,5,44.0081365740741
"1565","doQr1h2KT4g",41,67,2,"2011-02-03T00:17:42-06:00","2010-12-13T23:59:50.000Z","2011-01-24T09:58:53.000Z",9,1,127,2080,1,5,1,5,5,0.1,5,0.1,"HellMakerTrailers",29,174,7,26436,27,5,51.0124074074074
"1566","DpbqInKCcKQ",48,57,0,"2011-04-22T08:04:55-06:00","2011-04-08T05:15:01.000Z","2011-04-08T05:19:01.000Z",4,1,304,4,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"kingofdadecounty73",5,52,3,581,38,2,14.1179861111111
"1567","DpbqInKCcKQ",48,57,1,"2011-04-29T08:12:31-06:00","2011-04-08T05:15:01.000Z","2011-04-08T05:19:01.000Z",4,1,304,4,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"kingofdadecounty73",5,52,3,636,38,2,21.1232638888889
"1568","DpbqInKCcKQ",48,57,2,"2011-05-06T08:17:26-06:00","2011-04-08T05:15:01.000Z","2011-05-05T15:33:56.000Z",4,1,304,4,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"kingofdadecounty73",5,52,3,680,38,2,28.1266782407407
"1569","dprKZRv4q6o",30,59,0,"2011-04-15T00:04:10-06:00","2008-08-07T04:52:06.000Z","2011-02-24T01:12:30.000Z",2,1,268,626,2,0.1,NA,NA,0.1,0.1,0.1,0.1,"tilowolf20",0.1,3,0.1,9667,26.9357713012809,2,980.800046296296
"1570","dprKZRv4q6o",30,59,1,"2011-04-22T00:10:09-06:00","2008-08-07T04:52:06.000Z","2011-02-24T01:12:30.000Z",2,1,268,628,2,0.1,NA,NA,0.1,0.1,0.1,0.1,"tilowolf20",0.1,3,0.1,9734,26.9357713012809,2,987.804201388889
"1571","dprKZRv4q6o",30,59,2,"2011-04-29T00:15:09-06:00","2008-08-07T04:52:06.000Z","2011-02-24T01:12:30.000Z",2,1,268,628,2,0.1,NA,NA,0.1,0.1,0.1,0.1,"tilowolf20",0.1,3,0.1,9769,26.9357713012809,2,994.807673611111
"1578","dpXLYkKVOVE",40,83,0,"2011-01-24T20:47:14-06:00","2010-09-16T18:04:47.000Z","2011-01-22T14:42:05.000Z",10,1,139,711,1,2,1,5,3,5,1,1,"gravesitter3",1,8,1,25793,20,3,130.154479166667
"1579","dpXLYkKVOVE",40,83,1,"2011-01-31T20:55:15-06:00","2010-09-16T18:04:47.000Z","2011-01-22T14:42:05.000Z",10,1,139,725,1,2,1,5,3,5,1,1,"gravesitter3",1,8,1,26065,20,3,137.160046296296
"1580","dpXLYkKVOVE",40,83,2,"2011-02-07T20:59:20-06:00","2010-09-16T18:04:47.000Z","2011-01-22T14:42:05.000Z",10,1,139,747,1,2,1,5,3,5,1,1,"gravesitter3",1,8,1,26328,20,3,144.162881944444
"1581","DrqA0whcGos",41,67,0,"2011-01-20T00:05:47-06:00","2010-08-19T22:12:27.000Z","2011-01-20T04:25:37.000Z",11,1,129,375025,444,832,1,5,4.889423,501,809,23,"ClevverMovies",75034,949,6438,174444581,25,4,153.12037037037
"1582","DrqA0whcGos",41,67,1,"2011-01-27T00:11:40-06:00","2010-08-19T22:12:27.000Z","2011-01-27T02:24:47.000Z",11,1,129,391874,462,863,1,5,4.88876,559,839,24,"ClevverMovies",77174,978,6433,179845273,25,4,160.124456018519
"1583","DrqA0whcGos",41,67,2,"2011-02-03T00:17:48-06:00","2010-08-19T22:12:27.000Z","2011-02-03T04:51:00.000Z",11,1,129,408699,477,890,1,5,4.8876405,629,865,25,"ClevverMovies",79220,1004,6430,185278017,25,4,167.128715277778
"1584","dRrSRLjgxOQ",29,45,0,"2011-04-12T00:03:32-06:00","2008-12-09T11:57:01.000Z","2011-04-11T19:24:53.000Z",7,1,263,1016410,3551,1193,1,5,4.906119,596,1164.99999175,28.0000082499998,"AfsoonQ",278,24,29,2900388,22,1,853.462858796296
"1585","dRrSRLjgxOQ",29,45,1,"2011-04-19T00:10:08-06:00","2008-12-09T11:57:01.000Z","2011-04-19T04:09:28.000Z",7,1,263,1030093,3587,1215,1,5,4.907819,600,1187.00002125,27.9999787500001,"AfsoonQ",282,24,30,2928013,22,1,860.46744212963
"1586","dRrSRLjgxOQ",29,45,2,"2011-04-26T00:14:59-06:00","2008-12-09T11:57:01.000Z","2011-04-25T22:25:16.000Z",7,1,263,1042961,3613,1219,1,5,4.9081216,603,1191.0000576,27.9999424,"AfsoonQ",282,24,30,2955518,22,1,867.470810185185
"1587","dskWNdyL0Cg",39,52,0,"2011-04-13T00:21:00-06:00","2010-02-02T15:02:05.000Z","2010-11-23T08:32:48.000Z",9,1,283,2366,5,0.1,NA,NA,0.1,0.1,0.1,0.1,"AtoZBollywoodSongs",155,160,2,1453485,24,1,434.346469907407
"1588","dskWNdyL0Cg",39,52,1,"2011-04-20T00:26:46-06:00","2010-02-02T15:02:05.000Z","2011-04-17T15:31:30.000Z",9,1,283,2519,4,0.1,NA,NA,0.1,0.1,0.1,0.1,"AtoZBollywoodSongs",164,160,2,1505700,24,1,441.350474537037
"1589","dskWNdyL0Cg",39,52,2,"2011-04-27T00:33:42-06:00","2010-02-02T15:02:05.000Z","2011-04-17T15:31:30.000Z",9,1,283,2725,4,0.1,NA,NA,0.1,0.1,0.1,0.1,"AtoZBollywoodSongs",174,160,2,1558176,24,1,448.355289351852
"1590","DsqrmbIAfT0",18,101,0,"2011-03-10T00:06:47-06:00","2010-08-31T12:53:06.000Z","2010-09-08T19:37:09.000Z",11,1,471,89,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MrSaleembhayya",4,134,1,24202,44,2,190.509502314815
"1591","DsqrmbIAfT0",18,101,1,"2011-03-17T00:13:49-06:00","2010-08-31T12:53:06.000Z","2010-09-08T19:37:09.000Z",11,1,471,89,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MrSaleembhayya",4,134,1,24883,44,2,197.514386574074
"1592","DsqrmbIAfT0",18,101,2,"2011-03-24T00:24:48-06:00","2010-08-31T12:53:06.000Z","2010-09-08T19:37:09.000Z",11,1,471,89,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MrSaleembhayya",5,134,1,25651,44,2,204.522013888889
"1593","DTEK49ecQL4",14,71,0,"2010-12-13T22:43:01-06:00","2010-09-17T20:00:27.000Z","2010-12-12T06:26:26.000Z",7,1,148,28551,21,39,1,5,4.794872,29,37.000002,1.99999800000001,"amosin9",42,22,0.1,693754,25,2,87.1545601851852
"1594","DTEK49ecQL4",14,71,1,"2010-12-21T22:17:54-06:00","2010-09-17T20:00:27.000Z","2010-12-17T04:06:13.000Z",7,1,148,31266,20,41,1,5,4.804878,31,38.9999995,2.0000005,"amosin9",47,23,0.1,721452,25,2,95.1371180555556
"1595","DTEK49ecQL4",14,71,2,"2010-12-29T00:10:49-06:00","2010-09-17T20:00:27.000Z","2010-12-17T04:06:13.000Z",7,1,148,32631,20,41,1,5,4.804878,31,38.9999995,2.0000005,"amosin9",48,23,0.1,747462,25,2,102.215532407407
"1596","DTppn2q9iiY",47,58,0,"2011-04-12T00:18:38-06:00","2011-01-30T04:56:39.000Z","2011-04-06T04:48:47.000Z",10,1,278,19253,66,22,1,5,5,13,22,0.1,"GigaircMusic",307,144,99,1198657,24,4,71.7652662037037
"1597","DTppn2q9iiY",47,58,1,"2011-04-19T00:29:46-06:00","2011-01-30T04:56:39.000Z","2011-04-18T12:59:02.000Z",10,1,278,21014,74,25,1,5,5,13,25,0.1,"GigaircMusic",322,145,101,1294850,24,4,78.7729976851852
"1598","DTppn2q9iiY",47,58,2,"2011-04-26T00:40:48-06:00","2011-01-30T04:56:39.000Z","2011-04-25T22:01:37.000Z",10,1,278,22793,74,25,1,5,5,13,25,0.1,"GigaircMusic",341,145,104,1364653,24,4,85.7806597222222
"1599","DTQRkOj-1RQ",17,33,0,"2011-04-21T00:06:33-06:00","2007-12-10T05:27:37.000Z","2010-11-28T00:07:09.000Z",8,1,326,36334,46,0.1,NA,NA,0.1,0.1,0.1,0.1,"tamara20700",0.1,1,0.1,36334,34,1,1227.73537037037
"1600","DTQRkOj-1RQ",17,33,1,"2011-04-28T00:12:26-06:00","2007-12-10T05:27:37.000Z","2010-11-28T00:07:09.000Z",8,1,326,36464,46,0.1,NA,NA,0.1,0.1,0.1,0.1,"tamara20700",0.1,1,0.1,36465,34,1,1234.73945601852
"1601","DTQRkOj-1RQ",17,33,2,"2011-05-05T00:15:24-06:00","2007-12-10T05:27:37.000Z","2010-11-28T00:07:09.000Z",8,1,326,36608,46,0.1,NA,NA,0.1,0.1,0.1,0.1,"tamara20700",0.1,1,0.1,36608,34,1,1241.7415162037
"1602","DuqQlc7ROV0",9,42,0,"2011-04-18T00:37:58-06:00","2008-07-16T05:01:16.000Z","2011-04-15T10:26:13.000Z",6,1,296,22446,43,24,1,5,5,8,24,0.1,"puneetdoonmail",3,4,0.1,22872,25,2,1005.81715277778
"1603","DuqQlc7ROV0",9,42,1,"2011-04-25T00:41:19-06:00","2008-07-16T05:01:16.000Z","2011-04-24T12:20:08.000Z",6,1,296,23188,44,25,1,5,5,8,25,0.1,"puneetdoonmail",3,4,0.1,23627,25,2,1012.81947916667
"1604","DuqQlc7ROV0",9,42,2,"2011-05-02T00:46:57-06:00","2008-07-16T05:01:16.000Z","2011-05-01T06:26:03.000Z",6,1,296,23964,45,26,1,5,5,8,26,0.1,"puneetdoonmail",3,4,0.1,24410,25,2,1019.8233912037
"1605","duwboaIkKFY",29,45,0,"2011-04-12T00:02:48-06:00","2008-12-07T12:30:20.000Z","2010-12-14T21:55:59.000Z",5,1,283,10547,30,12,1,5,5,9,12,0.1,"MrMaRLB0Ro",18,33,8,264868,25,1,855.439212962963
"1606","duwboaIkKFY",29,45,1,"2011-04-19T00:07:58-06:00","2008-12-07T12:30:20.000Z","2010-12-14T21:55:59.000Z",5,1,283,10563,30,12,1,5,5,9,12,0.1,"MrMaRLB0Ro",18,33,8,269056,25,1,862.442800925926
"1607","duwboaIkKFY",29,45,2,"2011-04-26T00:12:58-06:00","2008-12-07T12:30:20.000Z","2010-12-14T21:55:59.000Z",5,1,283,10577,30,12,1,5,5,9,12,0.1,"MrMaRLB0Ro",19,33,8,273146,25,1,869.446273148148
"1608","dV5Iy5HH80c",20,99,0,"2011-03-17T00:07:55-06:00","2008-03-25T06:15:45.000Z","2011-03-12T23:28:41.000Z",11,1,172,245137,321,137,1,5,4.7956204,78,129.9999987,7.00000130000001,"msaqlain",120,23,72,1740471,22,2,1086.74456018519
"1609","dV5Iy5HH80c",20,99,1,"2011-03-24T00:15:48-06:00","2008-03-25T06:15:45.000Z","2011-03-12T23:28:41.000Z",11,1,172,246905,321,137,1,5,4.7956204,78,129.9999987,7.00000130000001,"msaqlain",121,23,72,1747757,22,2,1093.75003472222
"1610","dV5Iy5HH80c",20,99,2,"2011-03-31T00:27:46-06:00","2008-03-25T06:15:45.000Z","2011-03-29T18:38:44.000Z",11,1,172,248591,322,137,1,5,4.7956204,78,129.9999987,7.00000130000001,"msaqlain",121,23,72,1754454,22,2,1100.71667824074
"1611","DvCI-3Ci1Z8",34,30,0,"2010-11-15T08:52:33-06:00","2008-06-20T18:13:17.000Z","2010-09-30T04:45:39.000Z",1,1,126,14668,78,58,1,5,4.5172415,39,51,7,"Bebbzo",34,4,12,18189,40,1,877.652268518519
"1612","DvCI-3Ci1Z8",34,30,1,"2010-11-22T09:14:44-06:00","2008-06-20T18:13:17.000Z","2010-11-16T22:31:05.000Z",1,1,126,14728,77,58,1,5,4.5172415,39,51,7,"Bebbzo",35,4,12,18261,40,1,884.667673611111
"1613","DvCI-3Ci1Z8",34,30,2,"2010-12-13T22:27:02-06:00","2008-06-20T18:13:17.000Z","2010-11-16T22:31:05.000Z",1,1,126,14899,77,58,1,5,4.5172415,39,51,7,"Bebbzo",35,4,12,18471,40,1,906.217881944444
"1614","dVzwfv3iD6M",44,112,0,"2011-04-12T00:13:32-06:00","2010-10-01T10:58:20.000Z","2011-04-05T22:40:38.000Z",4,1,291,2200,2,4,1,5,3,1,2,2,"2345642951",0.1,4,0.1,2216,19,1,192.552222222222
"1615","dVzwfv3iD6M",44,112,1,"2011-04-19T00:24:20-06:00","2010-10-01T10:58:20.000Z","2011-04-05T22:40:38.000Z",4,1,291,2270,2,4,1,5,3,1,2,2,"2345642951",0.1,4,0.1,2287,19,1,199.559722222222
"1616","dVzwfv3iD6M",44,112,2,"2011-04-26T00:33:21-06:00","2010-10-01T10:58:20.000Z","2011-04-05T22:40:38.000Z",4,1,291,2334,2,4,1,5,3,1,2,2,"2345642951",0.1,4,0.1,2351,19,1,206.565983796296
"1617","Dx4eGptx9Pw",23,65,0,"2011-04-21T08:07:42-06:00","2009-01-07T12:17:05.000Z","2010-11-13T09:18:20.000Z",4,1,292,251,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"chaudhry76",16,200,0.1,260354,26.9357713012809,3,833.785150462963
"1618","Dx4eGptx9Pw",23,65,1,"2011-04-28T08:15:00-06:00","2009-01-07T12:17:05.000Z","2010-11-13T09:18:20.000Z",4,1,292,252,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"chaudhry76",17,200,0.1,267859,26.9357713012809,3,840.790219907407
"1619","Dx4eGptx9Pw",23,65,2,"2011-05-05T08:20:43-06:00","2009-01-07T12:17:05.000Z","2010-11-13T09:18:20.000Z",4,1,292,255,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"chaudhry76",17,201,0.1,275799,26.9357713012809,3,847.794189814815
"1620","dxIeVr2p8Jk",18,101,0,"2011-03-10T00:05:24-06:00","2007-09-30T16:44:42.000Z","2010-12-14T22:09:38.000Z",2,1,471,3496,7,3,1,5,5,2,3,0.1,"SRKabril23",21,34,0.1,237121,21,1,1256.34770833333
"1621","dxIeVr2p8Jk",18,101,1,"2011-03-17T00:16:01-06:00","2007-09-30T16:44:42.000Z","2010-12-14T22:09:38.000Z",2,1,471,3535,7,3,1,5,5,2,3,0.1,"SRKabril23",21,34,0.1,238116,21,1,1263.35508101852
"1622","dxIeVr2p8Jk",18,101,2,"2011-03-24T00:26:04-06:00","2007-09-30T16:44:42.000Z","2010-12-14T22:09:38.000Z",2,1,471,3555,7,3,1,5,5,2,3,0.1,"SRKabril23",21,34,0.1,239021,21,1,1270.36206018519
"1626","dyk8OvOCLnU",44,112,0,"2011-04-12T00:10:44-06:00","2010-08-01T04:36:14.000Z","2011-03-21T16:50:35.000Z",2,1,319,511,1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MRFD2012",42,202,12,87056,22,4,253.815625
"1627","dyk8OvOCLnU",44,112,1,"2011-04-19T00:20:58-06:00","2010-08-01T04:36:14.000Z","2011-03-21T16:50:35.000Z",2,1,319,594,1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MRFD2012",43,202,12,89636,22,4,260.822731481481
"1628","dyk8OvOCLnU",44,112,2,"2011-04-26T00:34:43-06:00","2010-08-01T04:36:14.000Z","2011-03-21T16:50:35.000Z",2,1,319,606,1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MRFD2012",44,202,12,92527,22,4,267.832280092593
"1629","dySV2MnYPsI",45,27,0,"2011-04-21T08:01:32-06:00","2009-11-25T12:52:38.000Z","2010-12-23T20:59:52.000Z",4,1,311,663,7,2,1,5,5,2,2,0.1,"llallittashaki",95,139,49,348873,30,2,511.756180555556
"1630","dySV2MnYPsI",45,27,1,"2011-04-28T08:05:06-06:00","2009-11-25T12:52:38.000Z","2010-12-23T20:59:52.000Z",4,1,311,673,7,2,1,5,5,2,2,0.1,"llallittashaki",97,139,49,353264,30,2,518.758657407407
"1631","dySV2MnYPsI",45,27,2,"2011-05-05T08:07:27-06:00","2009-11-25T12:52:38.000Z","2010-12-23T20:59:52.000Z",4,1,311,679,7,2,1,5,5,2,2,0.1,"llallittashaki",100,139,51,357362,30,2,525.760289351852
"1632","dzaiNIrRm6c",46,25,0,"2011-04-18T08:01:32-06:00","2011-04-17T14:35:40.000Z","2011-04-18T10:53:40.000Z",13,1,319,4,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"sajid03459191007",0.1,142,0.1,4492,21,1,0.726296296296296
"1633","dzaiNIrRm6c",46,25,1,"2011-04-25T08:03:40-06:00","2011-04-17T14:35:40.000Z","2011-04-18T10:53:40.000Z",13,1,319,24,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"sajid03459191007",1,145,0.1,5940,21,1,7.72777777777778
"1634","dzaiNIrRm6c",46,25,2,"2011-05-02T08:07:29-06:00","2011-04-17T14:35:40.000Z","2011-04-18T10:53:40.000Z",13,1,319,60,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"sajid03459191007",1,145,0.1,7488,21,1,14.7304282407407
"1635","E-vGfuiYIpU",2,65,0,"2011-02-21T00:12:38-06:00","2010-12-28T14:26:18.000Z","2011-01-02T14:23:28.000Z",9,1,479,36,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MrNehmat",9,128,10,38037,28,1,54.4071759259259
"1636","E-vGfuiYIpU",2,65,1,"2011-02-28T00:36:42-06:00","2010-12-28T14:26:18.000Z","2011-01-02T14:23:28.000Z",9,1,479,38,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MrNehmat",9,128,10,39150,28,1,61.4238888888889
"1637","E-vGfuiYIpU",2,65,2,"2011-03-07T00:43:29-06:00","2010-12-28T14:26:18.000Z","2011-01-02T14:23:28.000Z",9,1,479,39,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"MrNehmat",9,128,10,40208,28,1,68.428599537037
"1638","E1FluekvCRg",39,52,0,"2011-04-13T00:22:28-06:00","2011-04-12T12:10:48.000Z","2011-04-12T12:13:32.000Z",1,1,263,1,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"narashivakumar1",0.1,127,0.1,248,25,1,0.508101851851852
"1639","E1FluekvCRg",39,52,1,"2011-04-20T00:27:22-06:00","2011-04-12T12:10:48.000Z","2011-04-12T12:13:32.000Z",1,1,263,2,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"narashivakumar1",2,189,0.1,1065,26.9357713012809,1,7.51150462962963
"1640","E1FluekvCRg",39,52,2,"2011-04-27T00:34:22-06:00","2011-04-12T12:10:48.000Z","2011-04-12T12:13:32.000Z",1,1,263,2,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"narashivakumar1",2,189,0.1,1595,26.9357713012809,1,14.5163657407407
"1641","E1kljT9uibw",40,83,0,"2011-01-24T20:48:42-06:00","2010-09-17T00:29:06.000Z","2011-01-16T05:52:31.000Z",3,1,133,50561,14,23,1,5,4.826087,13,22,1,"SonyPicturesAUS",435,56,1,2283400,35,3,129.888611111111
"1642","E1kljT9uibw",40,83,1,"2011-01-31T20:56:39-06:00","2010-09-17T00:29:06.000Z","2011-01-26T16:37:30.000Z",3,1,133,52054,14,23,1,5,4.826087,13,22.00000025,0.999999749999997,"SonyPicturesAUS",445,56,1,2331664,36,3,136.894131944444
"1643","E1kljT9uibw",40,83,2,"2011-02-07T21:01:16-06:00","2010-09-17T00:29:06.000Z","2011-02-06T22:02:04.000Z",3,1,133,52756,16,24,1,5,4.8333335,13,23.000001,0.999998999999999,"SonyPicturesAUS",456,56,1,2374132,36,3,143.897337962963
"1647","E3e90UZQ5p0",7,37,0,"2011-04-21T00:02:31-06:00","2008-01-21T15:18:32.000Z","2011-04-18T07:24:26.000Z",8,1,311,105180,226,119,1,5,4.7647057,71,111.999994575,7.00000542499998,"afghanleopard",125,36,56,1590908,30,1,1185.32221064815
"1648","E3e90UZQ5p0",7,37,1,"2011-04-28T00:05:37-06:00","2008-01-21T15:18:32.000Z","2011-04-27T20:51:25.000Z",8,1,311,105489,226,118,1,5,4.762712,71,111.000004,6.99999600000001,"afghanleopard",125,36,56,1600323,30,1,1192.32436342593
"1649","E3e90UZQ5p0",7,37,2,"2011-05-05T00:08:42-06:00","2008-01-21T15:18:32.000Z","2011-05-02T05:40:34.000Z",8,1,311,105796,225,118,1,5,4.762712,71,111.000004,6.99999600000001,"afghanleopard",126,36,56,1609177,30,1,1199.32650462963
"1650","e77db-20m8A",44,112,0,"2011-04-12T00:12:15-06:00","2010-06-29T07:43:48.000Z","2010-11-13T07:48:14.000Z",3,1,294,251,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"rajkumar441122",1,1,0.1,251,20,1,286.686423611111
"1651","e77db-20m8A",44,112,1,"2011-04-19T00:28:13-06:00","2010-06-29T07:43:48.000Z","2010-11-13T07:48:14.000Z",3,1,294,263,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"rajkumar441122",1,1,0.1,263,20,1,293.697511574074
"1652","e77db-20m8A",44,112,2,"2011-04-26T00:35:02-06:00","2010-06-29T07:43:48.000Z","2010-11-13T07:48:14.000Z",3,1,294,274,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"rajkumar441122",1,1,0.1,274,20,1,300.70224537037
"1653","EcdcT_zdCsM",21,31,0,"2011-04-15T00:07:03-06:00","2011-04-11T04:39:00.000Z","2011-04-11T05:04:59.000Z",2,1,245,1,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"tutuli1231",1,288,0.1,288,25,2,3.81114583333333
"1654","EcdcT_zdCsM",21,31,1,"2011-04-22T00:12:01-06:00","2011-04-11T04:39:00.000Z","2011-04-11T05:04:59.000Z",2,1,245,2,1,0.1,NA,NA,0.1,0.1,0.1,0.1,"tutuli1231",1,388,0.1,1494,25,2,10.8145949074074
"1655","EcdcT_zdCsM",21,31,2,"2011-04-29T00:17:09-06:00","2011-04-11T04:39:00.000Z","2011-04-11T05:04:59.000Z",2,1,245,9,1,0.1,NA,NA,0.1,0.1,0.1,0.1,"tutuli1231",2,388,0.1,2618,25,2,17.8181597222222
"1656","edLxVXm2R8E",43,28,0,"2011-03-17T00:05:42-06:00","2010-02-21T14:21:05.000Z","2011-02-15T08:57:29.000Z",1,1,343,25197,92,55,1,5,5,13,55,0.1,"Sookie1975",47,114,27,347453,35,2,388.405983796296
"1657","edLxVXm2R8E",43,28,1,"2011-03-24T00:17:35-06:00","2010-02-21T14:21:05.000Z","2011-02-15T08:57:29.000Z",1,1,343,25309,92,55,1,5,5,13,55,0.1,"Sookie1975",48,114,27,354891,35,2,395.414236111111
"1658","edLxVXm2R8E",43,28,2,"2011-03-31T00:26:30-06:00","2010-02-21T14:21:05.000Z","2011-02-15T08:57:29.000Z",1,1,343,25364,92,55,1,5,5,13,55,0.1,"Sookie1975",48,114,27,362167,35,2,402.378761574074
"1659","eDoYP0v1tT8",30,59,0,"2011-04-15T00:03:19-06:00","2011-02-20T05:20:50.000Z","2011-02-24T01:21:14.000Z",9,1,269,26,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"AdhouraAks",4,196,2,11088,28,2,53.7378356481481
"1660","eDoYP0v1tT8",30,59,1,"2011-04-22T00:08:18-06:00","2011-02-20T05:20:50.000Z","2011-02-24T01:21:14.000Z",9,1,269,28,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"AdhouraAks",4,200,2,11273,28,2,60.7412962962963
"1661","eDoYP0v1tT8",30,59,2,"2011-04-29T00:15:19-06:00","2011-02-20T05:20:50.000Z","2011-02-24T01:21:14.000Z",9,1,269,31,0.1,0.1,NA,NA,0.1,0.1,0.1,0.1,"AdhouraAks",4,226,2,12195,28,2,67.7461689814815
"1662","eEsPkdlFcxE",32,36,0,"2011-04-14T00:02:22-06:00","2009-02-25T02:51:15.000Z","2011-04-03T23:23:12.000Z",29,1,99,134290,21,271,1,5,4.616236,503,245,26,"A3FilmTrailers",2785,190,276,5027421,39,4,777.841053240741
"1663","eEsPkdlFcxE",32,36,1,"2011-04-21T00:05:17-06:00","2009-02-25T02:51:15.000Z","2011-04-19T01:58:20.000Z",29,1,99,134610,23,273,1,5,4.6190476,503,247,26,"A3FilmTrailers",2785,190,276,5038905,39,4,784.843078703704
"1664","eEsPkdlFcxE",32,36,2,"2011-04-28T00:08:45-06:00","2009-02-25T02:51:15.000Z","2011-04-19T01:58:20.000Z",29,1,99,134870,23,273,1,5,4.6190476,503,247,26,"A3FilmTrailers",2781,190,276,5049781,39,4,791.845486111111
"1665","eGW1I89jlSk",37,50,0,"2011-04-22T08:02:15-06:00","2008-05-28T06:10:14.000Z","2010-01-25T16:20:06.000Z",5,1,145,164,0.1,1,1,5,5,0.1,1,0.1,"FILMINKMagazine",71,101,24,299203,26.9357713012809,1,1059.07778935185
"1666","eGW1I89jlSk",37,50,1,"2011-04-29T08:08:47-06:00","2008-05-28T06:10:14.000Z","2010-01-25T16:20:06.000Z",5,1,145,164,0.1,1,1,5,5,0.1,1,0.1,"FILMINKMagazine",71,101,24,304351,26.9357713012809,1,1066.08232638889
"1667","eGW1I89jlSk",37,50,2,"2011-05-06T08:13:37-06:00","2008-05-28T06:10:14.000Z","2010-01-25T16:20:06.000Z",5,1,145,164,0.1,1,1,5,5,0.1,1,0.1,"FILMINKMagazine",71,101,24,308757,26.9357713012809,1,1073.08568287037
"1668","EGY2WFcHGEQ",25,84,0,"2011-04-21T08:07:14-06:00","2007-06-16T02:24:23.000Z","2011-04-20T01:53:02.000Z",2,1,346,51751,123,36,1,5,4.7777777,18,33.9999993,2.0000007,"sunnykeshri1990",8,3,0.1,59831,25,2,1405.23809027778
"1669","EGY2WFcHGEQ",25,84,1,"2011-04-28T08:16:10-06:00","2007-06-16T02:24:23.000Z","2011-04-20T01:53:02.000Z",2,1,346,52227,124,36,1,5,4.7777777,18,33.9999993,2.0000007,"sunnykeshri1990",8,3,0.1,60365,25,2,1412.24429398148
