uploader,id,title,views,age
makeupbycamila,AERR3L-YAa4,#CamiVlog: TULUM com a Di (Ep. 2 de 3),131423,2 months
makeupbycamila,YI-AXZjsxfU,Maquiagem Carnaval 2017,168917,2 months
makeupbycamila,Pwic4o5AVcU,#CamiVlog: TULUM com a Di (Ep. 1 de 3),185884,2 months
makeupbycamila,hrraFsdpV6s,TOUR DO ESCRITÓRIO!,230265,3 months
makeupbycamila,_iVzDjiupiQ,Recebidos de Janeiro 2017,459077,3 months
makeupbycamila,bePnJ_gW4Ag,PRA ONDE VAI TUDO QUE GANHO?,885757,3 months
makeupbycamila,nx8kPU2x7xU,#Tutorial: COQUE FÁCIL E VERSÁTIL !,273280,3 months
makeupbycamila,Z2xkYyj7nAI,#CamiVlog: MIAMI,182019,3 months
makeupbycamila,xgLszNv2hMQ,Boca Metalizada!,171776,4 months
makeupbycamila,DDTcXhXxIeU,Favoritos do Ano 2016 - Por Categoria,284160,4 months
makeupbycamila,fhAVGXnN8rE,Maquiagem Natal Glam Chic 2016,405974,4 months
makeupbycamila,prJo4vG3VLI,Montando a árvore de Natal em casa!,195109,4 months
makeupbycamila,ITxGahdPlrA,1 Tutorial e 4 Makes usando Natura!,294637,5 months
makeupbycamila,9uvK_1GpdfQ,Recebidos de Novembro!,382320,5 months
makeupbycamila,Z_0cpB2bYrU,QUEM ME CONHECE MELHOR? (Mãe ou Cunhada?),248550,5 months
makeupbycamila,WKBuPA3lJ-4,Sobrancelha Perfeita!,307662,6 months
makeupbycamila,dm-j-KWBoi8,Maquiagem Tamara (Cleo Pires),419248,6 months
makeupbycamila,VuW19MEf1Kg,VLOG: Compras em Farmacia Americana!,300034,6 months
makeupbycamila,oa_NQR8iWo8,Maquiagem Outubro Rosa 2016,303765,6 months
makeupbycamila,uvVe8eUHs5M,Recebidos de Setembro!,464889,7 months
vlogbrothers,jP3euh1In8s,Seeing Myself Through a Cat&#39;s Eyes,22671,1 hour
vlogbrothers,PpG0z-npFIY,Kedi,167848,22 hours
vlogbrothers,SOtoaloIoII,"Your Neighborhood, Your Life Expectancy",167848,22 hours
vlogbrothers,HP9EVVz5BHE,Sick and Tired,253061,4 days
vlogbrothers,oVdypPMx2m0,The Life Changing Magic of Thumbs Up,229305,1 week
vlogbrothers,JvBRe5IuRBU,Can You Trust Mainstream Media?,267234,1 week
vlogbrothers,lkad723GsvA,"Pokemon, Reviewed by a Dad Who Knows Nothing about Pokemon",372990,2 weeks
vlogbrothers,Z7M7yyRDHGc,The Adpocalypse: What it Means,529512,2 weeks
vlogbrothers,TZgkUUEf56s,Framing,277844,3 weeks
vlogbrothers,3_4d9xULKLU,★★★★ Review: The TFiOS Bench - Amsterdam,223789,3 weeks
vlogbrothers,5WKUR0IUWdM,Making the World&#39;s Largest Ball of Paint,213736,4 weeks
vlogbrothers,6OLPLIIP81A,Squeezing Strangers&#39; Bikes in Amsterdam!,171247,1 month
vlogbrothers,Jer0nvzxJHs,Why I Won&#39;t Run for Office,361114,1 month
vlogbrothers,R5imY43VCJo,No Cut Confessional: Priorities,209846,1 month
vlogbrothers,09RvU9_m30Q,Why Can&#39;t America Have a Grown-Up Healthcare Conversation?,433709,1 month
vlogbrothers,98NZlpscMtk,I Disagree with Me (Thoughts from  Lake Powell),283833,1 month
vlogbrothers,QGR3jKLxoiY,My Information Diet,397813,1 month
vlogbrothers,A3h5kcNHVxA,Trump&#39;s Budget Explained,681723,1 month
vlogbrothers,1uHouLowgLU,Green Brothers Reunited!,311003,1 month
vlogbrothers,byh0aAC5vm0,Do I Have ADHD?,456897,2 months
vlogbrothers,sEGUrcseJo8,Hoping for an Airport Reunion: One Refugee Family&#39;s Story,150548,2 months
vlogbrothers,VSW77HlFzMk,PUNISHED: Blenderized Audience Choice: LIVE!,108263,2 months
vlogbrothers,xkeFUXSdjHw,You Are Here,120069,2 months
vlogbrothers,rTRzOKrASmo,Doing Bad Things To Make Good Things Happen,241880,2 months
vlogbrothers,FJbNGFv-5aw,Does Human Life Have Real Meaning?,283766,2 months
vlogbrothers,2d9BcdLC4dA,As Cold as The Milk: Learning Spanish with Luzu,190005,2 months
vlogbrothers,eq6Z8OG7F_Q,Human Life Is Getting Better. Faster Than Ever Before.,255942,2 months
vlogbrothers,OUPbP0GVvjA,Valentines Candy Taste Test with Hank and Katherine,205780,3 months
vlogbrothers,HYgURF-eA9w,"Good News, YA Books, and Bears: It&#39;s Question Tuesday",266107,3 months
vlogbrothers,UILeALeAQLY,Are We Making Things Worse?,481894,3 months
BuzzFeedViolet,gRZ6rULx-_U,With Makeup vs Without Makeup,143350,3 days
BuzzFeedViolet,UaEBqtExSvc,Driving Alone Vs. With Somebody Else,173009,4 days
BuzzFeedViolet,2odrG38FXO0,Guys Brunch For The First Time,160059,1 week
BuzzFeedViolet,vgbJHCpNDsY,Are You Gross When You&#39;re Alone?,217460,1 week
BuzzFeedViolet,ixBHHOX4V2Q,Weird Thoughts You Have While Falling Asleep,198254,1 week
BuzzFeedViolet,ZoYSlccwFvg,Why Are You Facetiming Me?,145028,1 week
BuzzFeedViolet,qztltfYEYus,You Look Nothing Like Your Bitmoji,322076,2 weeks
BuzzFeedViolet,sp5Jf7xPtZU,Little Rules Everyone Breaks,474212,2 weeks
BuzzFeedViolet,nT2vCrgU-pA,When Things Get Too Real,229379,2 weeks
BuzzFeedViolet,w-y3eFYLQwY,Am I Falling Out Of Love?,376475,2 weeks
BuzzFeedViolet,rIL7Pl9kmA4,When You Say You&#39;re Five Minutes Away,238581,3 weeks
BuzzFeedViolet,t0KebQFLUQg,Having A Crush: You Vs. Me,524994,3 weeks
BuzzFeedViolet,mkFsvigwQGc,Guys Who Can&#39;t Cook,346764,3 weeks
BuzzFeedViolet,Exb4OHfhSkk,Sleeping Naked Vs. In Clothes,933769,3 weeks
BuzzFeedViolet,cJD2ZElUMDk,Are You A Shitty Person?,282590,4 weeks
BuzzFeedViolet,w36tjrKKeZg,When Your Roommate Is Cooler Than You,513583,1 month
BuzzFeedViolet,JIWku6187Fg,Your Friday Vs. My Friday,225954,1 month
BuzzFeedViolet,uPkvV_0iPeg,Procrastinating,235548,1 month
BuzzFeedViolet,z5zETjM1QRY,Real Friends,255072,1 month
BuzzFeedViolet,1z3OTxxsuUY,She Hates Me,532731,1 month
BuzzFeedViolet,tvZ0_XcnekM,What Were You Like In High School?,1231237,1 month
BuzzFeedViolet,K8WC7N6rQas,Lying On A First Date,315604,1 month
BuzzFeedViolet,wI0pxhDEBVE,The Worst Kind Of Text Message,235235,1 month
BuzzFeedViolet,wMDdP-w9W54,Should I Talk To My Crush?,364738,1 month
BuzzFeedViolet,kop-261uOo4,The Worst Double Date,307169,1 month
BuzzFeedViolet,TOq36Rww_v0,Hating Your Best Friend&#39;s Girlfriend,478180,1 month
BuzzFeedViolet,Widqo_yGT5Q,Are We Exclusive?,690013,1 month
BuzzFeedViolet,huozwnw9MDI,When You Ask A Stupid Question,531983,2 months
BuzzFeedViolet,17v8o_1PMls,Secret Things I Think About My Body,490332,2 months
BuzzFeedViolet,QBW2utLXU0A,Do I Have A Crush?,622000,2 months
maiaramaraisaoficial,h14edGi7pTA,Maiara e Maraisa – Medo Bobo - DVD Ao Vivo Em Campo Grande,1922467,1 month
maiaramaraisaoficial,0JeNBLrycew,Maiara e Maraisa – Combina Demais - DVD Ao Vivo Em Campo Grande,1537861,1 month
maiaramaraisaoficial,mbOI8x4dea8,Maiara e Maraisa – Comé Que Larga Desse Trem - DVD Ao Vivo Em Campo Grande,3161176,2 months
maiaramaraisaoficial,zpOSJ22Ai7s,Maiara e Maraisa - 10% - DVD Ao Vivo Em Campo Grande,1514242,2 months
maiaramaraisaoficial,jzxTo5IuOoA,Maiara e Maraisa – Coração Programado - DVD Ao Vivo Em Campo Grande,2120021,2 months
maiaramaraisaoficial,WK3stcmH6yc,Maiara e Maraisa – 5 Minutos ou 50 Anos - DVD Ao Vivo Em Campo Grande,2266049,2 months
maiaramaraisaoficial,WGhgzkySh0A,Maiara e Maraisa – Casalzinho Butequeiro - DVD Ao Vivo Em Campo Grande,3951153,3 months
maiaramaraisaoficial,Gobegmm3KXg,Maiara e Maraisa – Campo Minado - DVD Ao Vivo Em Campo Grande,2119000,3 months
maiaramaraisaoficial,I9FloIDdkuI,Maiara e Maraisa – Quando Assunto é Cama - DVD Ao Vivo Em Campo Grande,3563935,3 months
maiaramaraisaoficial,fUARbNngaEs,Maiara e Maraisa – Bagunça Arrumada - DVD Ao Vivo Em Campo Grande,2172961,3 months
maiaramaraisaoficial,WghFis8MzRY,Maiara e Maraisa – Eu Tenho Nojo - DVD Ao Vivo Em Campo Grande,2445025,3 months
maiaramaraisaoficial,CGr9v1Zq6bw,Maiara e Maraisa – Lágrimas - DVD Ao Vivo Em Campo Grande,5480968,3 months
maiaramaraisaoficial,Bq7B-12raBU,Maiara e Maraisa – Por Telefone Não - DVD Ao Vivo Em Campo Grande,3601122,3 months
maiaramaraisaoficial,eSP_dcg5pE4,Maiara e Maraisa – Sem Legenda - DVD Ao Vivo Em Campo Grande,2892978,3 months
maiaramaraisaoficial,n92GUgdhtT4,Maiara e Maraisa – Disk Sexy - DVD Ao Vivo Em Campo Grande,8590308,3 months
maiaramaraisaoficial,_Jz2ZwLOw88,Maiara e Maraisa – Se Seu Coração Falasse - DVD Ao Vivo Em Campo Grande,11407165,3 months
maiaramaraisaoficial,Jmf1c2AsAhA,Maiara e Maraisa –  Melhor Terminar - DVD Ao Vivo Em Campo Grande,16236619,3 months
maiaramaraisaoficial,gEhLchr8ZYo,Maiara and Maraisa - Bengal and Crochet - DVD Live In Campo Grande,28206328,3 months
maiaramaraisaoficial,FKTU6WDWW0k,Maiara e Maraisa – Sob Nova Direção - DVD Ao Vivo Em Campo Grande,26995191,3 months
maiaramaraisaoficial,soC-46cfs_w,Maiara e Maraisa – Sorte Que Cê Beija Bem - DVD Ao Vivo Em Campo Grande,60873305,3 months
maiaramaraisaoficial,QnXR_HbohgA,Maiara e Maraisa - Cruzando Os Dedos - DVD Ao Vivo Em Campo Grande,8397461,5 months
maiaramaraisaoficial,_pD1nR2qqPg,Maiara e Maraisa - Você Faz Falta Aqui - DVD Ao Vivo Em Campo Grande,86509333,6 months
maiaramaraisaoficial,ZsLD-3lP0oU,Maiara e Maraisa - 10% #MaiaraeMaraisaAgoraéQueSaoElas,6498378,7 months
maiaramaraisaoficial,EQx0-ebx9ag,Maiara e Maraisa - &quot;Medo Bobo&quot; #MaiaraeMaraisaAgoraéQueSaoElas,16002066,7 months
maiaramaraisaoficial,BU-eczkykzo,Maiara e Maraisa - Cruzando Os Dedos #MaiaraeMaraisaCruzandoOsDedos (Agora é que são elas),28841721,8 months
maiaramaraisaoficial,6eeIb4byI-A,Maiara e Maraisa - Você Faz Falta Aqui (Agora é que são elas) [Vídeo Oficial],59067695,8 months
maiaramaraisaoficial,lPXinWn-azQ,Maiara e Maraisa - Pessoa Errada [Ao Vivo em Goiânia],40950497,1 year
maiaramaraisaoficial,ETqAigVI4jM,Maiara e Maraisa - É Rolo (Ao Vivo em Goiânia),18330412,1 year
maiaramaraisaoficial,Q9q0tDPi6D4,Maiara e Maraisa - No Dia Do Seu Casamento (Ao Vivo em Goiânia),42416195,1 year
maiaramaraisaoficial,yZVqk1eJMrk,Maiara e Maraisa - Sem Tirar A Roupa (Ao Vivo em Goiânia),29839657,1 year
studiobagel,yf4cmhBWXwo,Instafood,1225603,3 weeks
studiobagel,K6P8FxgZiEQ,Balek - L&#39;Ultime épisode,893657,1 month
studiobagel,pgG4btxRMko,Le Secouriste,1267688,1 month
studiobagel,uwbFRsiTzsE,Fais-nous peur Daniel,1042591,1 month
studiobagel,8X9UhZmFllc,Balek - Des gifles et des lettres,1002894,1 month
studiobagel,RssTCbJ7zQk,La Télécommande,1683453,2 months
studiobagel,bwRZsj_YVZE,L&#39;Accident,1740727,2 months
studiobagel,tcu-ZXHXDgA,Balek - Le Prix Juste,1061164,2 months
studiobagel,pg5fQW6_dQo,Seule au monde,1357592,2 months
studiobagel,peWwmlrYFBI,Comme Prévu,1548014,2 months
studiobagel,85VOizYnZHM,Balek - À coeur ouvert,1132973,2 months
studiobagel,6_u060K2NoU,Repas de Famille,1786280,3 months
studiobagel,Z_j0WHb21rQ,Clash d&#39;Asteroïde - Les Coulisses,1136436,3 months
studiobagel,goQ8SoOTLjE,Balek - À Couteaux Tirés,1186084,3 months
studiobagel,b94akQ5Nceo,Le Guichet,2003757,3 months
studiobagel,UfBDSe7SEkI,On s&#39;engueule pas,1542252,3 months
studiobagel,MmiYX9attDY,Balek - Le Multijeux,1297760,3 months
studiobagel,Q3oVmeOUIjY,Fictionnite Aiguë,1397297,3 months
studiobagel,wUw8SWyN37o,Le Joggeur,1467717,4 months
studiobagel,VyHTGpRjigE,"Balek - Ni crocodile, ni cuisine",1481398,4 months
studiobagel,RBQynPyMHsc,Balek - Episode Spécial Noël,1590749,4 months
studiobagel,GGnpIFK3G0Q,Asteroid Clash,7729654,4 months
studiobagel,cBK7WQ7tgkY,Le Dernier Homme sur Terre,2005273,5 months
studiobagel,0QO7NGwDI6E,Panier Chéri,1482730,5 months
studiobagel,6IaE7T9qFX8,Le Concours d&#39;Apnée,2308593,5 months
studiobagel,NJXvoNK_PK4,Entre 2 Tours,2371966,6 months
studiobagel,EfAEalMRAKc,La Potion,1464697,6 months
studiobagel,STJAgwT2QiM,Bobby,1247172,6 months
studiobagel,6AU1sZ10jZA,Urgences,4102299,7 months
studiobagel,8cEBYNkGmvI,Ratatouille,4228017,7 months
letsplayshik,VT4lHY6lrXQ,ДЕВОЧКА СПАСЛА МАНЬЯКА ОТ СМЕРТИ! КОВАРНЫЙ ПЛАН МАНЬЯКА! МАНЬЯК В МАЙНКРАФТЕ,100582,10 hours
letsplayshik,IGWT3oeMEec,МАНЬЯК УБИЛ СВОЕГО ДРУГА! ТРАГЕДИЯ МАНЬЯКА В МАЙНКРАФТ / MINECRAFT,125231,1 day
letsplayshik,yFHN8KapldA,НЕ ПРОПУСТИ СХОДКУ! ЗАШЛИ НЕ В ТОТ РАЙОН! НА НАС НАПАЛИ! SAMP С МИСТИКОМ,51715,2 days
letsplayshik,5iWcHLcXavI,РУССКИЙ МАНЬЯК ВЫШЕЛ НА ОХОТУ! МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ И ЛАГГЕРОМ,167214,3 days
letsplayshik,kEyP1hHsMWs,ЛУЧШАЯ ТАКТИКА В BED WARS! ПОЛОМАЛИ КРОВАТИ И УБИЛИ ИХ! BED WARS В MINECRAFT / МАЙНКРАФТ,125017,4 days
letsplayshik,KdGPPqUrdd8,ИХ БОЛЬШЕ НЕТ... МЫ ЗАПОМНИМ ЭТОТ ДЕНЬ! БИТВА НА КРОВАТЯХ! БЭД ВАРС/ BAD WARS,132339,5 days
letsplayshik,OYCO68lzzmc,БЕСБАШЕННЫЙ БАЙКЕР ПУГАЕТ ГОРОД! МИСТИК В SAMP,51010,6 days
letsplayshik,hurXcdE41ek,СУМАСШЕДШАЯ БИТВА С ЛАГГЕРОМ! МИСТИК ПРОТИВ ЛАГГЕРА В МАЙНКРАФТЕ / МИНИ ИГРЫ / MINECRAFT,147791,1 week
letsplayshik,tagAaElug0o,99% ДЕЛАЮТ НЕ ПРАВИЛЬНЫЙ ВЫБОР! ОН ДЕТЕКТИВ ИЛИ МАНЬЯК? МАНЬЯК В МАЙНКРАФТ,168364,1 week
letsplayshik,BJb7gQYyLXo,ЛУЧШИЙ МАНЬЯК! САМАЯ ЛУЧШАЯ СЕРИЯ! МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ,142662,1 week
letsplayshik,Rc_THSkCwIw,ПРИСТАНИЩЕ ДЛЯ ПОДПИСЧИКОВ! ГОРОД МИСТИКА! МОЙ СЕРВЕР SAMP,84278,1 week
letsplayshik,9_h5oYubBKk,МАНЬЯК В ТЕМНОТЕ! МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ,143178,1 week
letsplayshik,-R6f6PMlsTQ,ЧЕ ЭТО ВООБЩЕ ТАКОЕ? :D СТРАННЫЕ МИНИ ИГРЫ В МАЙНКРАФТ С МИСТИКОМ / MINECRAFT,193126,1 week
letsplayshik,_F0IA3WzBhU,МАНЬЯК ВЫЖИДАЕТ СВОЮ ЖЕРТВУ! МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ,150325,1 week
letsplayshik,EJ4U25rzwxY,МАНЬЯК И ЕГО ТРУДНОСТИ :D МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ /  MINCRAFT,218284,2 weeks
letsplayshik,aTCBqMb8ZLg,ВОЙНА В МАЙНКРАФТ! КТО ВЫЖИВЕТ? КРУТЫЕ МИНИ ИГРЫ В МАЙНКРАФТ/MINECRAFT,208981,2 weeks
letsplayshik,guR5q6c4CFA,ЧЕГО МОЖЕТ БОЯТЬСЯ МАНЬЯК? #12 МАНЬЯК В МАЙНКРАФТЕ!,150503,2 weeks
letsplayshik,qCofJG4I0x8,ОЧЕНЬ ЖЕСТКАЯ БИТВА ЗА МАНЬЯКА! УБИЛ ВСЕХ МИРНЫХ 2 РАЗА ПОДРЯД! #11 МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ,178751,2 weeks
letsplayshik,z1nvXByw4QU,MISTIK VS VIKA KARTER! КТО ПОБЕДИТ? ВИКА КАРТЕР - ЗАЙКА :D,225364,2 weeks
letsplayshik,AjlFBBwwSWU,ТАЙНОЕ ОРУЖЕЕ МАНЬЯКА! МАНЬЯК СНОВА В ДЕЛЕ В МАЙНКРАФТЕ!,189396,2 weeks
letsplayshik,KSlFTmtdM6k,Я НЕ МОГУ ПОВЕРИТЬ! ЧТО ТУТ ПРОИСХОДИТ? МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ,173760,2 weeks
letsplayshik,I9ClqERfxs8,НЯШНЫЙ МАНЬЯК! 3 РАЗА ПОДРЯД НЕ МИРНЫЙ!МАНЬЯК В МАЙНКРАФТЕ,173188,3 weeks
letsplayshik,X0TaRxNiE70,САМЫЙ ОПАСНЫЙ МАНЬЯК НА СВОБОДЕ! МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ И ЛАГГЕРОМ,164325,3 weeks
letsplayshik,jP51x1vFMp8,РАСКРЫЛ ТАЙНУ УБИЙЦЫ И ОСТАНОВИЛ ЕГО! МАНЬЯК В МАЙНКРАФТЕ С МИСТИКОМ,134860,3 weeks
letsplayshik,T7O7vU9lqpM,НЕ СДЕРЖАЛИСЬ И РАЗНЕСЛИ КАРТУ К ЧЕРТЯМ! #3 ПРОХОЖДЕНИЕ КАРТ ОТ ПОДПИСЧИКОВ В МАЙНКРАФТЕ,179296,3 weeks
letsplayshik,ebHufeC_bzc,ПРОШЕЛ НЕРЕАЛЬНЫЙ ПАРКУР В МАЙНКРАФТЕ НА СКОРОСТИ! #2 КАРТЫ ОТ ПОДПИСЧИКОВ В МАЙКНРАФТЕ,191973,3 weeks
letsplayshik,P-pB9T8wA3I,НЕСКОЛЬКО НОЖЕЙ ПОДРЯД! ЗАЛИЛ 60 000 РУБЛЕЙ НА КЕЙСЫ В CS:GO! НОВЫЙ ПРИЗРАК-КЕЙС!,83852,3 weeks
letsplayshik,SCzTOlHLyg8,КАРТА ПЫТАЕТСЯ НАС УБИТЬ! #1 КАРТЫ ОТ ПОДПИСЧИКОВ С МИСТИКОМ И ЛАГГЕРОМ В МАЙНКРАФТ/MINECRAFT,183199,3 weeks
letsplayshik,z1BgTT10EHQ,ПРИТВОРИЛСЯ МИРНЫМ И УБИЛ ВСЕХ! САМЫХ ХИТРЫЙ МАНЬЯК В МАЙНКРАФТ  С BADIWORLD,222198,3 weeks
letsplayshik,O88zBDAmeN4,ЗАМЫШЛЯЮ УБИЙСТВО! МАНЬЯК В МАЙНКРАФТЕ,245271,4 weeks
miumikumiau,H9fCBluU_WY,ME CRITICAN MUCHO  :( ♥ miku (hablemos de...),381760,2 days
miumikumiau,4JfZm1E5uF0,MAQUILLATE NATURAL Y BONITA ♥ miku,336689,3 days
miumikumiau,e9yT-WOJg5A,PODEROSO TÉ ADELGAZANTE ♥,487677,2 weeks
miumikumiau,DifO7pwzbEY,GUAPA Y CÓMODA PARA ESTE CALOR ♥ Miku,393517,3 weeks
miumikumiau,eZ7xyOxLgTQ,MAQUILLAJE RAPIDO BIEN PRO ♥ mikusita,711730,1 month
miumikumiau,y9YpWZMPzqM,"HAZ TU PROPIA FALDA, MAQUILLAJE Y OUTFIT  ♥ miku",1207914,2 months
miumikumiau,Yp6Kc0zJodQ,ME HOSPITALIZARON :(  ♥ miku,2011957,2 months
miumikumiau,Y_7KP_YrZWE,"Me infecte, Virus T - Miku",409497,3 months
miumikumiau,taAD0mOlEuY,MAQUILLAJE MANIATICA SENSUAL ♥ miku,649903,4 months
miumikumiau,TV06llMmLmo,PREPARATE PARA NAVIDAD SIIIII!!!!! ♥ miku,362820,4 months
miumikumiau,fveWsjM12c0,SE ACERCA NAVIDAD!!!!!! WUUUUUUU   ♥ miku,505002,5 months
miumikumiau,pglyo8en0M4,MAQUILLAJE MOANA UN MAR DE AVENTURAS - Miku♥,407514,5 months
miumikumiau,gG9VM3zAwKs,ME QUITARON LOS BRACKETS!!! ♥  miku,943579,5 months
miumikumiau,spIJhF67FUo,MANE Y YO PONEMOS NUESTRA OFRENDA EN FACHAS :D ♥ miku,337092,6 months
miumikumiau,6XLDOEGsmyE,UNA CATRINA TUTORIAL  ♥ miku #9,402522,6 months
miumikumiau,xdieUjXCgiE,JACK SKELLINGTON DISFRAZ Y MAQUILLAJE♥ miku #8,328927,6 months
miumikumiau,A9H-_oBjghc,SALLY TUTORIAL VESTIDO  Y MAQUILLAJE ♥ miku # 7,399114,6 months
miumikumiau,gZLoDwi54WA,LADYBUG MAQUILLAJE TUTORIAL♥ miku #6,494403,6 months
miumikumiau,9NHnGuRBpP0,5 IDEAS DE UÑAS PARA HALLOWEEN!!!! ♥ miku #5,352291,6 months
miumikumiau,Im9Ett5_RxU,LA NIÑA SIN SONRISA tutorial halloween ♥ miku #4,882664,6 months
miumikumiau,f7Ez3MIzBjk,CORALINE Y LA OTRA MADRE TUTORIAL♥ miku #3,2700458,6 months
miumikumiau,dVnT7ck6MVg,HARLEY QUINN  MAQUILLAJE+VESTUARIO ♥ miku #2,1591031,7 months
miumikumiau,J-lIA3t4vLU,DISFRAZ DE GATITA SUPER FACIL ♥ miku  #1,600602,7 months
miumikumiau,9qaG0NsJdYU,"LA VERDAD DE MI CABELLO, ME QUEDE PELONA Y TIPS ♥ miku",2008833,7 months
miumikumiau,_zsMXSsVpbU,HAZ GUSANOS DE CHAMOY ♥ MIKU,557599,7 months
miumikumiau,tzdLsSHzUeA,UÑAS DE GALAXIA FACIL ♥ miku ♥ rapidito rapidito,265826,8 months
miumikumiau,qydI85Ge-ik,Ideas para la escuela - MIKU  ♥,421496,8 months
miumikumiau,pFKk1lsbPQY,ARRÉGLATE CONMIGO  ♥ maquillaje + peinadito ♥ miku,379434,8 months
miumikumiau,R3kJPhaAVz4,Una Mañana conmigo! - MIKU ♥,607410,8 months
miumikumiau,yJat0mMhr94,MI EXPERIENCIA CON LA MENSTRUACION Y SEXUALIDAD ♥ miku,1220701,8 months
xafurdariaoficial,yPg2FuTQzo0,A SOLUÇÃO É DEVOLVER O BRASIL AOS ÍNDIOS?,168554,1 day
xafurdariaoficial,zAdFRLRmPQ0,O QUE FAZER QUANDO O WHATSAPP CAIR,241782,4 days
xafurdariaoficial,CJMrJxyokdA,BRIGA NA SAÍDA DO COLÉGIO,319796,1 week
xafurdariaoficial,Gwyz4uzRqjw,FABIM TENTA CANTAR RAP LORD - HAIKAISS ♪,373317,1 week
xafurdariaoficial,14r2JTcBsKY,10 VERDADES E UMA MENTIRA SOBRE MIM,273642,2 weeks
xafurdariaoficial,3tl5GH2DNvA,VIAGEM IRADA COM A NAMORADA,281611,2 weeks
xafurdariaoficial,2iJeoz98WDc,♪ O GRAVE BATER - MC KEVINHO #AnalisaAeKaio 05,628205,1 month
xafurdariaoficial,sg1t8DxDEf0,FRASES DE YOUTUBER ft. Imitações,355874,1 month
xafurdariaoficial,LGu9yg_zyl8,ASSISTA ESSE VÍDEO COMENDO,274248,1 month
xafurdariaoficial,hjO3625XMzM,RECADO AOS QUE ME CRITICAM #KaioResponde 14,272381,1 month
xafurdariaoficial,ARhB-48sF4g,MINHAS TATUAGI,240876,1 month
xafurdariaoficial,qXyt4nLrTnY,OPERAÇÃO YOUTUBER,247585,1 month
xafurdariaoficial,oB9NRZjy_cE,♪ LOKA - SIMONE &amp; SIMARIA ft. ANITTA #AnalisaAeKaio 04,359265,1 month
xafurdariaoficial,nrcCu3WXrz0,FRASES DE ALUNO,447858,1 month
xafurdariaoficial,AYC1KUeE6sA,O DIA MAIS ESPERADO NA ESCOLA,366834,1 month
xafurdariaoficial,TrxOK51PZtI,FRASES DE MULHER,601316,2 months
xafurdariaoficial,258rtPkOlgw,SE O BBB FOSSE COM YOUTUBERS,549483,2 months
xafurdariaoficial,JlfU1raPkyc,CARNAVAL,355978,2 months
xafurdariaoficial,3VgiQZ3TaSk,COMO COLOCAR UMA CAMISINHA,318689,2 months
xafurdariaoficial,D7VdjOc7nc4,TRETAS ESCOLARES #KaioResponde 13,490418,2 months
xafurdariaoficial,edvMnWTdk7M,OS MELHORES CANAIS DO YOUTUBE,286192,2 months
xafurdariaoficial,GdM05oo8jrY,MUDINHA ENGRAÇADA FALANDO NO TELEFONE #BombouNoWhats,391184,2 months
xafurdariaoficial,CsxTjoHh5_o,TENTE RIR ASSISTINDO A YOUTUBERS,749995,2 months
xafurdariaoficial,BincjUEPPDQ,CONHECENDO O PRIMEIRO PARK DA DISNEY #UmMatutoNosStates 01,273286,3 months
xafurdariaoficial,5xycw-NZuic,QUANTO GASTEI NA VIAGEM DOS STATES #LendoKomentarios 01,272858,3 months
xafurdariaoficial,khnkw5kVqV4,MENSTRUOU NA SALA DE AULA #LendoKomentarios 02,381199,3 months
xafurdariaoficial,2nV__MWAW_I,♪ ACORDANDO O PRÉDIO - LUAN SANTANA #AnalisaAeKaio 03,699050,3 months
xafurdariaoficial,xE29iUebJ0U,DEU RUIM PRO EIKE BATISTA,295105,3 months
xafurdariaoficial,yIrzbKF0nyA,TODO NORDESTINO É POLIGLOTA,414162,3 months
xafurdariaoficial,qGHwHKRQLFE,COMPRANDO NOS STATES,360670,3 months
BasicallyIDoWrk,4eb8xrAsZ9Q,Cards Against Humanity - Grandma&#39;s Life Support!,284981,21 hours
BasicallyIDoWrk,Ldbf5g_oAoE,"AI Driving ONLY, Smart Steering Mode! - Mario Kart 8 Deluxe Funny Moments!",291986,1 day
BasicallyIDoWrk,RuNrttwsA0E,Gmod Funny Moments Leftovers - Prop Hunt &amp; Guess Who!,287576,2 days
BasicallyIDoWrk,cT1I6bAlX8E,Gmod Guess Who Funny Moments - Rick and Morty!,422233,3 days
BasicallyIDoWrk,wO0WVJbwEwQ,"Mario Kart 8 Funny Moments - Mistakes Were Made, From First To Last!",297284,4 days
BasicallyIDoWrk,M81svXdesuU,Gmod Prop Hunt Funny Moments - How To Train Your Monkey!,476054,5 days
BasicallyIDoWrk,74FHAjsBsYY,Overcooked Funny Moments w/ My Wife - Rat Robbers &amp; Fireballs!,202034,6 days
BasicallyIDoWrk,DX2ZHDr9ilY,BasicallyIGetScared - WHAT IS GOING ON!? Prey Demo!,200691,1 week
BasicallyIDoWrk,ERubC4NtAww,"Mario Kart 8 Deluxe Funny Moments - DOUBLE THE ANGER, DOUBLE THE LAST PLACE!",376564,1 week
